ticker,tipo_provento,data_com,data_pagamento,valor
GOAU3,JRS CAP PROPRIO,1615420800000000000,1616716800000000000,0.08
GOAU3,JRS CAP PROPRIO,1608508800000000000,1616284800000000000,0.09
GOAU3,DIVIDENDO,1604620800000000000,1605744000000000000,0.07
GOAU3,DIVIDENDO,1582848000000000000,1583971200000000000,0.02
GOAU3,DIVIDENDO,1573430400000000000,1574726400000000000,0.02
GOAU3,DIVIDENDO,1565913600000000000,1567036800000000000,0.04
GOAU3,DIVIDENDO,1558051200000000000,1559174400000000000,0.04
GOAU3,DIVIDENDO,1551830400000000000,1552867200000000000,0.05
GOAU3,DIVIDENDO,1542758400000000000,1543795200000000000,0.09
GOAU3,DIVIDENDO,1534809600000000000,1535673600000000000,0.07
GOAU3,DIVIDENDO,1526860800000000000,1527811200000000000,0.04
GOAU3,DIVIDENDO,1511222400000000000,1512086400000000000,0.02
GOAU3,DIVIDENDO,1440374400000000000,1441324800000000000,0.02
GOAU3,DIVIDENDO,1432166400000000000,1433203200000000000,0.02
GOAU3,DIVIDENDO,1426464000000000000,1427328000000000000,0.07
GOAU3,DIVIDENDO,1416182400000000000,1417046400000000000,0.04
GOAU3,DIVIDENDO,1407715200000000000,1408579200000000000,0.07
GOAU3,JRS CAP PROPRIO,1400630400000000000,1401408000000000000,0.11
GOAU4,DIVIDENDO,1709251200000000000,1710288000000000000,0.05
GOAU4,DIVIDENDO,1700179200000000000,1702512000000000000,0.93
GOAU4,DIVIDENDO,1692316800000000000,1693353600000000000,0.26
GOAU4,JRS CAP PROPRIO,1684108800000000000,1685404800000000000,0.25
GOAU4,DIVIDENDO,1684108800000000000,1685404800000000000,0.05
GOAU4,DIVIDENDO,1678752000000000000,1679616000000000000,0.1
GOAU4,JRS CAP PROPRIO,1668988800000000000,1671062400000000000,0.23
GOAU4,DIVIDENDO,1668988800000000000,1671062400000000000,0.27
GOAU4,DIVIDENDO,1660521600000000000,1661472000000000000,0.36
GOAU4,DIVIDENDO,1652659200000000000,1653523200000000000,0.09
GOAU4,JRS CAP PROPRIO,1652659200000000000,1653523200000000000,0.2
GOAU4,DIVIDENDO,1646611200000000000,1647475200000000000,0.1
GOAU4,JRS CAP PROPRIO,1636070400000000000,1637107200000000000,0.11
GOAU4,DIVIDENDO,1636070400000000000,1637107200000000000,1.44
GOAU4,JRS CAP PROPRIO,1632700800000000000,1637107200000000000,0.12
GOAU4,DIVIDENDO,1632700800000000000,1637107200000000000,0.08
GOAU4,DIVIDENDO,1629072000000000000,1630022400000000000,0.28
GOAU4,DIVIDENDO,1620950400000000000,1622073600000000000,0.21
GOAU4,JRS CAP PROPRIO,1615420800000000000,1616716800000000000,0.08
GOAU4,JRS CAP PROPRIO,1608508800000000000,1616284800000000000,0.09
GOAU4,DIVIDENDO,1604620800000000000,1605744000000000000,0.07
GOAU4,DIVIDENDO,1582848000000000000,1583971200000000000,0.02
GOAU4,DIVIDENDO,1573430400000000000,1574726400000000000,0.02
GOAU4,DIVIDENDO,1565913600000000000,1567036800000000000,0.04
GOAU4,DIVIDENDO,1558051200000000000,1559174400000000000,0.04
GOAU4,DIVIDENDO,1551830400000000000,1552867200000000000,0.05
GOAU4,DIVIDENDO,1542758400000000000,1543795200000000000,0.09
GOAU4,DIVIDENDO,1534809600000000000,1535673600000000000,0.07
GOAU4,DIVIDENDO,1526860800000000000,1527811200000000000,0.04
GOAU4,DIVIDENDO,1511222400000000000,1512086400000000000,0.02
GOAU4,DIVIDENDO,1440374400000000000,1441324800000000000,0.02
GOAU4,DIVIDENDO,1432166400000000000,1433203200000000000,0.02
GOAU4,DIVIDENDO,1426464000000000000,1427328000000000000,0.07
GOAU4,DIVIDENDO,1416182400000000000,1417046400000000000,0.04
GOAU4,DIVIDENDO,1407715200000000000,1408579200000000000,0.07
GOAU4,JRS CAP PROPRIO,1400630400000000000,1401408000000000000,0.11
GOLL4,DIVIDENDO,1304467200000000000,1308700800000000000,0.188144
GOLL4,DIVIDENDO,1269820800000000000,1271376000000000000,0.701581
GOLL4,DIVIDENDO,1209513600000000000,1213920000000000000,0.18
GOLL4,JRS CAP PROPRIO,1198195200000000000,1201824000000000000,0.188325
GOLL4,DIVIDENDO,1190851200000000000,1194220800000000000,0.18994
GOLL4,JRS CAP PROPRIO,1190851200000000000,1194220800000000000,0.18831
GOLL4,JRS CAP PROPRIO,1182729600000000000,1186099200000000000,0.172
GOLL4,DIVIDENDO,1182729600000000000,1186099200000000000,0.2038
GOLL4,JRS CAP PROPRIO,1174348800000000000,1178236800000000000,0.1713
